parkCode,name,totalSites,latitude,longitude,numberOfSitesFirstComeFirstServe,numberOfSitesReservable,description,operatingHours,reservationInfo,id,reservationUrl
jotr,Indian Cove Campground,101,34.0949,-116.1594,92,101,"Indian Cove Campground is located off of Highway 62, thirteen miles east of Joshua Tree Village and ten miles west of Twentynine Palms on the north side of the Wonderland of Rocks. Indian Cove Road dead-ends at this secluded area. Indian Cove has 101 campsites, including thirteen group campsites. There are vault toilets and no water. Water is available there.","[{'exceptions': [], 'description': 'Campgrounds are open 24 hours a day. Check in and check out are at noon. Quiet hours are from 10:00 pm to 6:00 am.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Indian Cove Campground'}]","Reservations are required for Indian Cove during the busy season from the end of August through early June.  Book a site online at www.recreation.gov or by calling 877-444-6777 up to six months in advance of your visit.

Group campsites are reservation only.",E456A79A-B17D-4D7C-8866-C3FFE9290283,http://www.recreation.gov
jotr,Cottonwood Campground,62,33.744962,-115.8126719,0,62,"The Cottonwood Campground is reservations only during the busy season (September-May) and has 62 sites, potable water and flush toilets. The Campground is near the Cottonwood Visitor Center in the southeast part of the park. The closest metropolitan area is Indio about 30 miles away.","[{'exceptions': [], 'description': 'Campgrounds are open 24 hours a day. Check in and check out are at noon. Quiet hours are from 10 pm to 6 am.\nIn the summer, Loop B typically closes and Loop A usually becomes first-come, first-served.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Cottonwood Campground'}]",Reservations are required for Cottonwood Campground during the busy season from the end of August through early June.  Book a site online at www.recreation.gov or by calling 877-444-6777 up to six months in advance of your visit.,9B5A7B2B-E147-429F-B52F-EDBF1B48EBB0,http://www.recreation.gov/
jotr,White Tank Campground,15,33.985738,-116.0166743,15,0,"Located off Pinto Basin Road in the northern end of the park, White Tank Campground is nestled among immense granite boulders. All campsites are first-come, first-served. RVs and trailers may not exceed a combined maximum length of 25 feet. There is no water available, bring plenty. White Tank has excellent night sky viewing and is located near the darkest section of the park.","[{'exceptions': [], 'description': 'All campgrounds and campsites are subject to closure, but typically campgrounds are open 24 hours a day, everyday. Check in and check out are at noon. Quiet hours are from 10:00 pm to 6:00 am.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'White Tank Campground'}]","White Tank Campground is first-come, first-served throughout the year.",F825CA55-5923-48FE-B11D-CD55B5F53B88,
jotr,Belle Campground,18,34.0020192,-116.019604,18,0,"This small (18 site) campground is at an elevation of 3,800 ft (1,158 m). First-come, first-served. Pit toilets. No water so bring plenty of your own. Belle is a great campground to see dark night skies.","[{'exceptions': [], 'description': 'Campgrounds are open 24 hours a day. Check in and check out are at noon. Quiet hours are from 10 pm to 6 am.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Belle Campground'}]","Sites are first-come, first-served, year-round.",07E7E764-4D4F-4615-ADEB-28AB6BD87471,
jotr,Jumbo Rocks Campground,124,33.9908383,-116.0590938,0,124,"There are 124 individual/family sites in Jumbo Rocks Campground. Reservations are required during the busy season, September to May. The campground is centrally located and offers great views of rock formations.","[{'exceptions': [], 'description': 'Campgrounds are open 24 hours a day. Check in and check out are at noon. Quiet hours are from 10:00 pm to 6:00 am.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Jumbo Rocks Campground'}]",Reservations are required for Jumbo Rocks Campground during the busy season from the end of August through early June. Reservations can be made up to six months in advance online at www.recreation.gov.,6742B85D-65DA-447C-95C2-80E110AA5E6A,http://www.recreation.gov
jotr,Sheep Pass Group Campground,6,34.0001728,-116.1203426,0,6,Sheep Pass Group Campground has 6 group campsites and is centrally located within Joshua Tree National Park and is easily accessible to hiking trails and rock climbing routes. All campsites are by reservation only.  It is one of three group campgrounds in the park. Towering rock formations and uniquely-shaped Joshua trees surround the facility. There is no water available in the campground.,"[{'exceptions': [], 'description': 'All campgrounds and campsites are subject to closure, but typically campgrounds are open 24 hours a day, everyday. Check in and check out are at noon. Quiet hours are from 10:00 pm to 6:00 am.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Sheep Pass Group Campground'}]",Reservations are required for group camping. Sites can accommodate 10-60 people and may be reserved up to a year in advance.,760FD8AD-0493-43CE-8D6F-C58438BD8212,http://www.recreation.gov
jotr,Ryan Campground,31,33.9831402,-116.1542323,31,4,"Ryan Campground has 31 campsite. All campsites are first-come, first-served. The campground is centrally located in the park and is adjacent to the California Riding and Hiking Trail. There are 4 designated equestrian sites and reservations are required. For more equestrian campsites, see Black Rock Campground. There is no water available at Ryan Campground. There are 3 bicycle sites available at $5 per night, with no more than 3 tents and 3 people per campsite.","[{'exceptions': [], 'description': 'All campgrounds and campsites are subject to closure, but typically campgrounds are open 24 hours a day, everyday. Check in and check out are at noon. Quiet hours are from 10:00 pm to 6:00 am.\n\nRyan Campground is open September through May.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Ryan Campground'}]","Ryan Campground is first-come, first-served, except for the equestrian campsites which are reservation only. For horse camp reservations, call 760-367-5518.",F08972F9-3943-4003-8499-B0B2EA41A1C7,http://www.recreation.gov
jotr,Hidden Valley Campground,44,34.0172703,-116.1625789,44,0,"The Hidden Valley Campground has 44 sites, pit toilets and no water. The campground is located along park boulevard and is surrounded by large boulders and Joshua Trees. All sites at Hidden Valley Campground are first-come, first-served.","[{'exceptions': [], 'description': 'Campgrounds are open 24 hours a day. Check in and check out are at noon.\nQuiet hours are from 10:00 pm to 6:00 am.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Hidden Valley Campground'}]","Hidden Valley Campground is first-come, first-served year round.",8271D39A-48E1-4693-B3E2-2DBE4C3511D2,
jotr,Black Rock Campground,99,34.0730641,-116.3913387,0,99,"This large (99 site) campground is located in the northwest corner of the park. Each campsite has a picnic table and fire ring with rest rooms and water nearby. Shopping facilities are only five miles away in the town of Yucca Valley. Campsites vary in size and can accommodate both tents and RVs. A day-use picnic area and a dump station are also available. For horse owners, a separate area is provided for camping or for staging a ride.","[{'exceptions': [], 'description': 'Campgrounds are open 24 hours a day. Check in and check out are at noon.\nQuiet hours are from 10:00 pm to 6:00 am.\nSome campsites at Black Rock close for the summer.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Black Rock Campground'}]","Reservations are required for Black Rock during the busy season from the end of August through early June. Book a site online at www.recreation.gov or by calling 877-444-6777 up to six months in advance of your visit. 

Reservations are required for the Black Rock Horse Camp. For reservations, call 1-877-444-6777.",33AA5642-343E-425B-89E9-69A0918A8502,http://www.recreation.gov/
klgo,Sheep Camp,27,59.6590711,-135.2678594,0,27,"Sheep Camp is the last campground on the U.S. side of the trail before (at 13mi, 20.9km). As a result it is a popular campsite in the peak summer months and can be fully booked. Sheep Camp is the location of the National Park Service backcountry ranger station. Each evening a ranger will do a presentation in the campground providing an update on current trail conditions, tips for the trail, and some history of the area.

You must purchase a permit to stay at this campground at the Trail Center in Skagway.",[],"When you make your Chilkoot Trail reservation you must designate which campgrounds you will use.  With your reservation specific sites are not assigned, only a space in that campground.",9DC67D93-1C46-4A11-99F1-7F66DDC9F78E,http://www.nps.gov/klgo/planyourvisit/permits.htm
klgo,Pleasant Camp,11,59.6385221,-135.2937064,0,11,"Pleasant Camp is located near the Taiya River 10.7mi (17.3km) from the trailhead. It is just after a relatively large elevation gain coming from Canyon City (hiking south to north) and often a ""pleasant"" spot to spend some time.

Pleasant Camp is the trail's least used campground and offers hikers a tranquil evening. However, if you are hiking over the pass directly from Pleasant Camp, prepare for a very long, next day traversing the Golden Stairs. You must purchase a backcountry permit for this campground.",[],In order to camp overnight along the Chilkoot Trail on the U.S. side you must purchase a backcountry permit from the Chilkoot Trail Center in Skagway,625ECC9F-CC94-4173-9F41-6B6C72A0EB1A,http://www.nps.gov/klgo/planyourvisit/permits.htm
klgo,Canyon City,11,59.6075624,-135.3246672,0,11,"The Canyon City campground provides a nice place to take a break from hiking, with several tables and two warming shelters. This backcountry campground is at mi 7.7 (km 12.5). The campground is located just half a mile from the historic Canyon City townsite where hikers can see artifacts leftover from the gold rush days including the large metal tram boiler.  In order to camp overnight along the Chilkoot Trail on the U.S. side you must purchase a backcountry permit from the Chilkoot Trail Center in Skagway.",[],"When you make your Chilkoot Trail reservation you must designate which campgrounds you will use.  With your reservation specific sites are not assigned, only a space in that campground.",ECDA4D3D-F3B7-4ED3-ABEA-9FDE0839E053,http://www.nps.gov/klgo/planyourvisit/permits.htm
klgo,Finnegan's Point,6,59.575423,-135.3348773,0,6,"Finnegan's Camp is the first backcountry campground 5mi (8m) on the Chilkoot Trail. It is located near the Taiya River. On clear days you can see the Irene glacier, a hanging glacier, across the river from the campground.  In order to camp overnight along the Chilkoot Trail on the U.S. side you must purchase a backcountry permit from the Chilkoot Trail Center in Skagway.",[],"When you make your Chilkoot Trail reservation you must designate which campgrounds you will use.  With your reservation specific sites are not assigned, only a space in that campground.",3CD41217-24F5-4D7B-B34A-436506EEC448,http://www.nps.gov/klgo/planyourvisit/permits.htm
labe,Indian Well Campground,43,41.71772214,-121.5041113,43,1,"Lava Beds has one campground, Indian Well Campground, located 1/2 mile (0.8 km) from the Visitor Center and cave loop. There are 43 sites available on a first-come, first serve basis. Sites can accommodate tents, pickup campers, small trailers and motor homes up to 30 feet. Note: not all sites can accommodate motor homes.",[],"The only site that can be reserved is the group site. To reserve the group site call 530-667-8113, groups must have at least 15 people with a max of 40.",EAA2FD98-4F5D-4533-B65A-A11F73AA4494,
lake,Katherine Landing Campground,0,35.223622,-114.559874,0,0,Katherine Landing Campground,[],,4F7C7941-683E-44ED-9C56-FA2BF0F2F262,
lamr,Blue Creek Bridge,50,35.650267,-101.621614,50,0,Dispersed camping along Blue Creek in one of the park's ORV-use areas. ORV operators must have state of Texas Off-Highway Vehicle decal and wear DOT-approved safety gear.,"[{'exceptions': [], 'description': 'This area is open all year, however during periods of heavy rain, the creek may swell, limiting safe access to the creek bed and camping area.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Blue Creek Bridge'}]",The campground does not require reservations.,A7E4AEDA-09DB-4E57-A6C0-615867B8A299,
lamr,Blue West Campground,30,35.650267,-101.621614,30,0,"A caprock campground, overlooking Lake Meredith. Access to shoreline is difficult.","[{'exceptions': [], 'description': 'This campground is open all year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Blue West Campground'}]",The campground does not require reservations.,7461D94E-67E8-4C2B-BEFF-B93174B8CE06,
lamr,Bugbee Canyon,10,35.650267,-101.621614,10,0,"This area offers dispersed camping. However, availability of camping in this area might diminish as the lake rises.","[{'exceptions': [], 'description': 'This campground is open all year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Bugbee'}]",The campground does not require reservations.,DAC620D3-F276-4073-9DBF-0815C1A74BBA,
lamr,Cedar Canyon Campground,15,35.650267,-101.621614,15,0,Campground on the shore of Lake Meredith. You may camp on the beach in Cedar Canyon. Sanford-Yake boat ramp nearby.,"[{'exceptions': [], 'description': 'This campground is open all year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Cedar Canyon Campground'}]",The campground does not require reservations.,DF24E937-0AA1-4E65-84A8-3F2458EFD1C5,
lamr,Chimney Hollow Campground,15,35.650267,-101.621614,0,0,Campground away from Lake Meredith shore; interesting geological feature nearby.,"[{'exceptions': [], 'description': 'This campground is open all year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Chimney Hollow Campground'}]",,3E73BA85-7545-4A30-9ACD-A9E3C073DB2A,
