category,description,id,parkCode,title,url
Park Closure,From November 2019 through August 2020 the entire barbette tier (top floor) and the second and third floor casemates at Fort Point will be closed to accommodate a restorative brick repointing process (renewing the mortar joints in the masonry).,143D43CB-D89A-DA1B-6D1808BCDF6B81E9,fopo,Closures due to Brick Repointing,
Park Closure,"For public safety, parking areas and visitor facilities managed by the NPS, including Fort Point, are temporarily closed until further notice.",9AAE725C-E6AD-5564-C135E0B10776C13B,fopo,Temporary facilities closure advisory,https://www.nps.gov/goga/planyourvisit/temporary-facilities-closure-advisory.htm
Information,"The use of drones or other remote-controlled unmanned aircraft, is prohibited in the park for issues relating to visitor safety and experience, and wildlife and resource protection. For more info, see section 1.5(a)(1) of the Superintendent's Compendium.",02FCBECC-EE02-097B-8D07A98C58A219B5,fopu,Drones are Prohibited in Fort Pulaski National Monument,
Information,"Due to ongoing preservation efforts, the lighthouse and lighthouse island are closed to the public.",80C92EE1-1DD8-B71B-0BD686639647005C,fopu,Cockspur Island Lighthouse and Lighthouse Island are Closed,
Park Closure,"We are working to increase access to the park in a phased approach. Fort Pulaski trails, parking lots, and visitor center restrooms are open. Historic Fort Pulaski, the visitor center, and the north shoreline are closed. Updated: 6/16/2020",F5C098FF-E3C8-DE20-E8A4B6EC5E8F018E,fopu,Phased reopening - Some Locations Closed Due to COVID-19,
Information,"All indoor areas are closed, except for the restrooms. Park grounds remain open. As services are limited, visitors should practice Leave No Trace principles to keep outdoor spaces safe and healthy.",E1D4065C-A1B1-6CA9-AB828A7DC3D53021,fora,COVID-19 Response Update,https://www.nps.gov/caha/learn/news/status-of-operations-at-cape-hatteras-national-seashore.htm
Park Closure,We are working to increase access to the park in a phased approach. Outdoor spaces and the viewing into the first-floor entrances of non-climate-controlled historic buildings are open. Access inside of any park building is closed.,D73EED5B-E019-8512-A97FE55044532C9F,fosc,Phased reopening – some locations closed due to COVID-19,https://www.nps.gov/fosc/learn/news/increasing-access-to-historic-buildings.htm
Park Closure,"As of 3/18/20, the Fort Smith National Historic Site Visitor Center is closed until further notice. Where it is possible to adhere to the latest health guidance, the park grounds and trails will remain open to provide healthy options for the public.",2877F528-C315-C739-47C042B1755BC4E9,fosm,Visitor Center Closure,https://www.nps.gov/fosm/learn/news/upload/3-17-20_FOSM_NPS-Press-Release-Site-Closures.pdf
Information,The elevator in the Visitor Center is being renovated and is currently out of service. We apologize for this inconvenience. All of our exhibits remain open and can be accessed via stairs. Please contact 479-783-3961 if you have any questions or concerns.,B213EF8D-9025-7E2E-4AC6B3247B9C2C1E,fosm,Elevator Out of Service,
Information,"The Trail of Tears Overlook was heavily damaged during flooding in May, 2019 and had to be removed. We are currently working on replacing it. The River Trail is still fully accessible and open.",CA3D9ADF-C1B1-E7BE-E46897D71E1A12EF,fosm,Trail of Tears Overlook Closed,
Park Closure,"Following recommendations from the CDC, state and local public health authorities, and NPS Public Health Service Officers, the visitor center & fort will temporarily close effective March 18, in response to the coronavirus COVID-19 outbreak.",5697FC86-A9CF-8DAF-660845665D35735D,fost,CLOSED until further notice,
Information,"Ferry trips to Fort Sumter departing from Patriots Point starting June 5, 2020 will not be accessible for visitors with mobility issues. Most of the time the Liberty Square departure point is accessible. For more information call 843-722-2628.",3BE81D66-BD36-2155-B8B0FC119A8C5A4B,fosu,Accessibility Advisory for Ferry Trips to Fort Sumter from Patriots Point,https://www.nps.gov/fosu/planyourvisit/accessibility.htm
Information,"The museum, restrooms, museum store and top level of Fort Sumter are only accessible by climbing stairs. For more information visit the link below or call 843-883-3123.",3EFCA999-DDA5-8550-2675ABACE703B7C9,fosu,No Elevator Service at Fort Sumter,https://www.nps.gov/fosu/planyourvisit/accessibility.htm
Park Closure,"We are working to increase access to the park in a phased approach.  Fort Sumter, ferry service to the fort, and Liberty Square are open. At Fort Moultrie, the exterior grounds, dock and parking lot are open. Fort Moultrie and Visitor Center are closed.",D1BB3C6A-BE37-F45A-47685A1C012E6105,fosu, Phased reopening – some locations closed due to COVID-19,
Park Closure,"Following guidance from the CDC and recommendations from D.C. Public Health in consultation with NPS Public Health Service officers, Ford's Theatre NHS is temporarily closed as of Mar. 14. Updates will be posted on this website and on social media.",68CB5967-FA07-6C12-87031B8DF725B390,foth,Ford's Theatre temporarily closed starting March 14,https://www.nps.gov/nama/planyourvisit/temporary-facilities-closure-advisory.htm
Information,Fort Union National Monument is currently operating on its summer schedule. The park is open seven days a week from 8 am - 5 pm.,3C74C048-E60C-DCC3-10E896A53E6BAF9B,foun,Park Operating Hours,
Park Closure,"We are working to increase access to the park in a phased approach. Fort Union National Monument trails are open. Fort Union Visitor Center remains closed, but ranger orientation is available in front of the visitor center.",3B05859C-EBD8-2745-F6CBAF1CA382CA91,foun,Phased reopening – some locations closed due to COVID-19,https://www.nps.gov/foun/learn/news/increase-recreational-access.htm
Caution,"Fort Union National Monument has implemented Stage II fire restrictions effective Wednesday, May 20, 2020 at 8 a.m. Under Stage II restrictions smoking is prohibited, except in enclosed vehicles or buildings. Other restrictions are also in effect.",086ACE03-BA8D-3E6C-8A582A43079A977A,foun,Fort Union National Monument Under Stage II Fire Restrictions,https://www.nps.gov/peco/learn/news/national-park-service-s-pueblo-parks-group-implements-stage-ii-fire-restrictions-may-2020.htm
Information,The following previously scheduled special events have been canceled: Dark Sky Program scheduled for June 27; Glimpses of the Past scheduled for June 18; Fort Union Days scheduled for June 20-21; and the 66th anniversary of the Monument on June 28.,944F090D-F389-661B-C1D0BDABD3211CBC,foun,Special Events Canceled,
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, FOUS' visitor facilities are temporarily closed. Updates will be posted to the park website and social media.",53C91FC6-0B52-ABD0-C6120F4960CECA4D,fous,Visitor Center & Historic Buildings are Temporarily Closed as of 3/18/2020,https://www.nps.gov/fous/learn/news/fort-union-trading-post-national-historic-site-is-modifying-operations-to-implement-latest-health-guidance.htm
Caution,Updated visitation guidance regarding the use of the grounds and facilities at Fort Vancouver NHS.,883EF351-E8B4-11E6-760310F90B663703,fova,Visitation Guidance,https://www.nps.gov/fova/learn/index.htm
Park Closure,"We are working to increase access to the park in a phased approach. As of June 9, 2020, parking lots, roads, grounds, and trails will be open. Park facilities, including the Visitor Center, Fort Vancouver, and Pearson Air Museum remain closed.",DC88070B-D1EF-37FE-51C6077B103E2B78,fova,"Phased reopening: Fort Vancouver NHS grounds, trails and roads, and parking lots are open",https://www.nps.gov/fova/learn/news/fovaincreasedaccess.htm
Park Closure,"To provide recreational opportunities for local residents, Fort Washington Park is accessible only to cyclists and pedestrians. When parking vehicles outside the park, please be considerate of our neighbors and do not block driveway or access to roadways.",6D906D34-C139-0693-5B17FC91435C0FF8,fowa,Fort Washington Vehicle Access Closed as Part of COVID 19 Response,
Park Closure,"Fort Washington Park is open to walk in and bike in visitation. Vehicle access, restrooms, the visitor center, and historic fortress are temporarily closed. Please visit safely and responsibly. Click MORE for further details.",5087ADEB-F22C-9D89-08A4BB48C9ADAE2E,fowa,Fort Washington Park Operations Modified as Part of COVID 19 Response,https://www.nps.gov/fowa/learn/management/lawsandpolicies.htm
Information,Following guidance from public health officials all permitted picnics made through recreation.gov are cancelled through July 9th. Recreation.gov is still accepting reservations for dates after June 8th online or at 877 444 6777. Click MORE for details.,F7B3D3BF-C070-4FD0-50E7496F9EE6B248,fowa,Picnic Reservations on Hiatus until July 9th.,https://www.nps.gov/fowa/learn/management/lawsandpolicies.htm
Park Closure,"Following guidance from the CDC and public health officials, Fredrick Douglass National Historic Site is temporarily closed. Some National Capital Parks-East sites are open with modified operations. Click MORE for details.",47CB9090-0287-88EE-B0C48FA60C374AD5,frdo,"Frederick Douglass historic home and visitor center are temporarily closed as of March 17, 2020.",https://www.nps.gov/nace/planyourvisit/conditions.htm
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, Frederick Law Olmsted NHS is temporarily closed. The grounds remain open. Check back here for more information.",87938AE7-B944-B9DA-0FDD7A74F704004A,frla,Frederick Law Olmsted NHS is temporarily closed,
Danger,"Beginning on Tuesday, October 1, the Greyhound Bus Depot alleyway will be closed to vehicle transit. The alleyway closure will provide safer access to the historic site, exhibits and mural viewing, and interpretive programs.",47486D61-9D4B-E249-9C81682B7786D2E0,frri,Greyhound Bus Depot Alleyway Closed to Vehicle Transit,
Park Closure,"All public buildings are closed and public programs cancelled. Roads, trails and parking areas remain open, but are not maintained. Restrooms are closed. Changes will be reevaluated as circumstances allow.",183D7CF7-C15C-E468-46FF642DA8A35C16,frsp,"Fredericksburg and Spotsylvania National Military Park Visitor Services Suspended, Grounds Open",
Park Closure,Our partners at First State Heritage Park are temporarily closing the the John Bell House which provides tours of The Dover Green. The Dover Green will remain open during this time. Please visit their Facebook page for the most up to date information.,1915D300-A852-885B-421DB36E5E304299,frst,Temporary Closure of the John Bell House on The Dover Green,https://www.facebook.com/FirstStateHeritagePark/
Information,Our partners at the New Castle Historical Society have closed the Arsenal through March 31st. This means that the Junior Ranger cancellation stamp and the New Castle Green cancellation stamp are currently unavailable.,1AE1934A-DC22-78D2-7680D7114629C21F,frst,Temporary Closure of the Arsenal in Historic New Castle,https://www.facebook.com/NewCastleHistory/
Park Closure,"Fort Christina will remain closed until further notice in accordance with CDC, state, and local public health guidance related to COVID-19.",36384D40-E554-A473-2050C0FB6984F8CD,frst,Temporary Closure of Fort Christina,
Information,"Some of our partner sites are beginning to reopen. Please call the site you are interested in visiting as visitor services, including restrooms and stamps, may be temporarily unavailable.",2DC0C099-BD49-984E-3F9EDAEFF7AFED31,frst,Limited Visitor Services,
